order_id,order_date,ship_date,customer_id,region,state,category,sub_category,product_id,sales,quantity,discount,profit
CA-2021-103081,2021-06-29,2021-07-05,CG-1199,West,Georgia,Office Supplies,Supplies,SUP-69254,2909.48,7,0.2,732.71
CA-2021-103082,2021-04-02,2021-04-05,CG-1071,Central,Washington,Furniture,Chairs,CHA-56422,873.75,5,0.3,184.88
CA-2021-103083,2022-11-22,2022-11-26,CG-1153,South,Texas,Office Supplies,Appliances,APP-29947,31.56,1,0.5,-4.68
CA-2021-103084,2022-05-24,2022-05-31,CG-1068,West,California,Furniture,Chairs,CHA-95410,2906.18,7,0.5,442.4
CA-2021-103085,2022-04-01,2022-04-07,CG-1014,Central,Georgia,Furniture,Tables,TAB-12814,2394.54,4,0.2,49.3
CA-2021-103086,2022-08-23,2022-08-25,CG-1174,Central,New York,Office Supplies,Appliances,APP-81250,2343.77,10,0.2,-349.17
CA-2021-103087,2021-04-27,2021-04-28,CG-1198,East,Florida,Furniture,Tables,TAB-46057,2411.57,5,0.5,807.76
CA-2021-103088,2022-06-25,2022-07-01,CG-1003,South,Texas,Office Supplies,Supplies,SUP-73833,819.67,8,0.5,63.97
CA-2021-103089,2022-08-08,2022-08-11,CG-1152,Central,Illinois,Technology,Machines,MAC-47366,2629.44,2,0,754.07
CA-2021-103090,2022-09-20,2022-09-26,CG-1189,South,Pennsylvania,Office Supplies,Paper,PAP-67032,1730.35,5,0,521.15
CA-2021-103091,2021-05-14,2021-05-18,CG-1190,East,Georgia,Office Supplies,Binders,BIN-36829,1503.97,1,0,73.61
CA-2021-103092,2021-10-05,2021-10-08,CG-1080,East,Ohio,Office Supplies,Fasteners,FAS-37899,2092.87,6,0.2,-187.36
CA-2021-103093,2022-07-19,2022-07-21,CG-1023,East,New York,Furniture,Tables,TAB-21861,839.1,9,0.2,77.07
CA-2021-103094,2022-04-01,2022-04-02,CG-1159,Central,Pennsylvania,Office Supplies,Supplies,SUP-68782,2898.04,2,0,608.16
CA-2021-103095,2022-02-19,2022-02-20,CG-1144,Central,Michigan,Technology,Copiers,COP-46941,127.66,5,0.5,50.99
CA-2021-103096,2021-04-03,2021-04-09,CG-1198,West,Michigan,Office Supplies,Binders,BIN-36475,1878.41,4,0,428.62
CA-2021-103097,2022-10-18,2022-10-20,CG-1103,South,Washington,Office Supplies,Binders,BIN-82718,2025.14,8,0.3,31.43
CA-2021-103098,2021-05-08,2021-05-14,CG-1163,South,Georgia,Furniture,Bookcases,BOO-22564,2755.32,7,0,74.43
CA-2021-103099,2021-03-26,2021-03-29,CG-1119,East,Michigan,Technology,Copiers,COP-87924,2651.18,2,0.5,304.39
CA-2021-103100,2021-10-12,2021-10-13,CG-1106,East,California,Technology,Accessories,ACC-49412,1465.49,10,0,-191.11
CA-2021-103101,2022-02-15,2022-02-18,CG-1129,West,New York,Office Supplies,Paper,PAP-85571,2139.13,2,0,854.83
CA-2021-103102,2022-04-14,2022-04-17,CG-1054,Central,Texas,Office Supplies,Binders,BIN-41611,2195.71,5,0.5,770.67
CA-2021-103103,2022-05-24,2022-05-30,CG-1186,South,Georgia,Technology,Phones,PHO-10620,2911.61,9,0.3,883.0
CA-2021-103104,2021-02-27,2021-03-03,CG-1024,West,California,Technology,Accessories,ACC-95170,1899.41,6,0,-183.2
CA-2021-103105,2022-07-23,2022-07-30,CG-1149,East,Washington,Furniture,Chairs,CHA-63621,2266.08,7,0.1,324.16
CA-2021-103106,2022-11-13,2022-11-17,CG-1052,West,Washington,Office Supplies,Appliances,APP-94749,449.47,7,0,155.67
CA-2021-103107,2022-01-05,2022-01-09,CG-1196,East,New York,Furniture,Tables,TAB-34761,925.78,9,0,356.48
CA-2021-103108,2022-12-01,2022-12-07,CG-1114,East,Florida,Office Supplies,Appliances,APP-73886,2496.74,10,0.5,974.51
CA-2021-103109,2022-06-17,2022-06-24,CG-1148,West,Texas,Furniture,Tables,TAB-14795,2757.55,7,0.5,784.66
CA-2021-103110,2022-05-26,2022-06-02,CG-1069,West,Ohio,Technology,Accessories,ACC-74449,1714.06,9,0,-62.09
CA-2021-103111,2021-11-08,2021-11-13,CG-1015,South,Illinois,Office Supplies,Paper,PAP-98237,2801.94,3,0.2,128.63
CA-2021-103112,2021-10-03,2021-10-10,CG-1092,Central,California,Office Supplies,Paper,PAP-88391,953.4,3,0.1,78.69
CA-2021-103113,2022-06-07,2022-06-09,CG-1147,Central,New York,Technology,Accessories,ACC-15289,1343.01,10,0,133.02
CA-2021-103114,2021-07-18,2021-07-21,CG-1045,South,Washington,Office Supplies,Binders,BIN-39591,2265.61,1,0,141.55
CA-2021-103115,2021-03-01,2021-03-03,CG-1095,South,Florida,Furniture,Tables,TAB-41656,1991.59,5,0,-192.99
CA-2021-103116,2021-01-11,2021-01-16,CG-1066,East,Ohio,Technology,Accessories,ACC-39766,2997.29,8,0.5,794.78
CA-2021-103117,2021-12-10,2021-12-11,CG-1190,South,Pennsylvania,Office Supplies,Supplies,SUP-26013,1031.77,3,0,81.5
CA-2021-103118,2021-05-09,2021-05-12,CG-1015,Central,Florida,Technology,Copiers,COP-62355,1449.15,10,0.2,565.27
CA-2021-103119,2022-02-22,2022-02-27,CG-1066,West,Texas,Furniture,Chairs,CHA-79833,412.33,7,0,-28.76
CA-2021-103120,2021-12-30,2022-01-05,CG-1056,South,Texas,Office Supplies,Binders,BIN-34410,2321.13,9,0,183.86
CA-2021-103121,2021-12-12,2021-12-19,CG-1120,East,New York,Technology,Copiers,COP-81200,310.51,4,0.5,-19.36
CA-2021-103122,2022-12-11,2022-12-16,CG-1114,East,Illinois,Office Supplies,Binders,BIN-35888,1966.67,5,0,-152.13
CA-2021-103123,2021-07-15,2021-07-17,CG-1136,Central,Pennsylvania,Furniture,Bookcases,BOO-62248,1898.61,9,0.5,206.54
CA-2021-103124,2022-10-12,2022-10-19,CG-1003,Central,Georgia,Furniture,Chairs,CHA-38720,1083.34,8,0.2,190.19
CA-2021-103125,2022-03-27,2022-03-28,CG-1146,South,Michigan,Technology,Machines,MAC-12170,2259.46,2,0.1,835.29
CA-2021-103126,2022-10-31,2022-11-06,CG-1176,West,California,Office Supplies,Fasteners,FAS-58188,1111.74,6,0,-20.6
CA-2021-103127,2022-05-17,2022-05-23,CG-1082,West,Texas,Technology,Copiers,COP-92475,1393.38,3,0.1,-36.76
CA-2021-103128,2022-04-07,2022-04-09,CG-1185,West,Michigan,Technology,Phones,PHO-82888,1569.57,6,0.2,-121.63
CA-2021-103129,2021-08-07,2021-08-13,CG-1119,West,Florida,Technology,Accessories,ACC-20525,666.74,8,0.2,230.76
CA-2021-103130,2022-12-12,2022-12-15,CG-1148,South,Pennsylvania,Furniture,Chairs,CHA-57553,499.12,10,0.2,12.22
CA-2021-103131,2021-03-24,2021-03-30,CG-1188,South,New York,Technology,Accessories,ACC-62857,387.66,1,0.1,23.86
CA-2021-103132,2022-10-24,2022-10-28,CG-1145,South,Florida,Furniture,Furnishings,FUR-28654,1485.17,8,0,478.97
CA-2021-103133,2022-07-27,2022-08-01,CG-1047,Central,Texas,Office Supplies,Art,ART-71564,2672.28,1,0,311.7
CA-2021-103134,2022-01-26,2022-01-28,CG-1173,South,Illinois,Furniture,Bookcases,BOO-36987,979.14,10,0.5,39.42
CA-2021-103135,2022-08-10,2022-08-16,CG-1152,Central,New York,Office Supplies,Envelopes,ENV-36353,1791.73,5,0.2,3.74
CA-2021-103136,2022-07-24,2022-07-29,CG-1199,Central,Florida,Office Supplies,Labels,LAB-19763,2364.69,5,0.1,41.09
CA-2021-103137,2022-04-27,2022-04-28,CG-1023,East,Texas,Technology,Phones,PHO-71307,655.52,1,0,159.29
CA-2021-103138,2021-07-28,2021-08-01,CG-1168,South,Florida,Technology,Phones,PHO-34364,668.23,3,0,161.38
CA-2021-103139,2021-06-24,2021-06-30,CG-1153,East,Ohio,Furniture,Furnishings,FUR-97494,2754.78,8,0,381.72
CA-2021-103140,2022-02-05,2022-02-06,CG-1110,South,New York,Furniture,Bookcases,BOO-67981,104.99,1,0,13.57
CA-2021-103141,2021-08-01,2021-08-08,CG-1196,West,Georgia,Technology,Copiers,COP-77383,1242.98,5,0.5,84.98
CA-2021-103142,2022-01-01,2022-01-06,CG-1157,East,Washington,Office Supplies,Fasteners,FAS-35929,278.64,7,0.5,-45.98
CA-2021-103143,2022-05-23,2022-05-24,CG-1027,East,Illinois,Office Supplies,Fasteners,FAS-55884,2746.3,6,0.3,1015.45
CA-2021-103144,2022-05-18,2022-05-25,CG-1126,West,Florida,Furniture,Furnishings,FUR-80721,1258.31,10,0.5,-25.06
CA-2021-103145,2022-03-28,2022-04-04,CG-1146,East,Pennsylvania,Technology,Accessories,ACC-60985,2233.88,6,0,224.96
CA-2021-103146,2022-03-24,2022-03-27,CG-1023,West,Georgia,Furniture,Chairs,CHA-45840,1330.29,5,0.3,92.61
CA-2021-103147,2021-09-09,2021-09-16,CG-1054,East,Ohio,Office Supplies,Labels,LAB-30675,134.97,7,0.2,-1.17
CA-2021-103148,2021-11-28,2021-11-29,CG-1172,South,Illinois,Furniture,Chairs,CHA-61548,140.01,10,0.3,21.7
CA-2021-103149,2022-09-15,2022-09-21,CG-1091,Central,Michigan,Furniture,Furnishings,FUR-63175,2791.37,5,0.5,906.97
CA-2021-103150,2022-09-02,2022-09-05,CG-1008,West,Michigan,Furniture,Bookcases,BOO-69227,564.06,2,0.3,7.56
CA-2021-103151,2021-03-07,2021-03-08,CG-1097,South,New York,Technology,Accessories,ACC-49276,632.68,5,0.1,109.54
CA-2021-103152,2022-08-25,2022-09-01,CG-1110,East,California,Furniture,Chairs,CHA-65840,1433.43,5,0.1,-49.13
CA-2021-103153,2021-03-25,2021-03-27,CG-1147,South,Pennsylvania,Furniture,Bookcases,BOO-56025,2438.41,1,0.5,-139.86
CA-2021-103154,2022-07-19,2022-07-26,CG-1163,East,New York,Office Supplies,Supplies,SUP-49675,2134.32,2,0.3,294.15
CA-2021-103155,2021-05-06,2021-05-09,CG-1106,South,New York,Technology,Copiers,COP-23161,648.5,6,0,199.13
CA-2021-103156,2021-08-17,2021-08-22,CG-1123,West,Michigan,Office Supplies,Labels,LAB-11515,2248.88,1,0,341.09
CA-2021-103157,2021-04-19,2021-04-20,CG-1138,East,Pennsylvania,Furniture,Chairs,CHA-83260,2567.42,6,0.5,203.9
CA-2021-103158,2021-02-26,2021-03-02,CG-1029,West,Ohio,Technology,Accessories,ACC-91981,1795.22,10,0.2,471.13
CA-2021-103159,2022-01-18,2022-01-19,CG-1151,West,Washington,Office Supplies,Labels,LAB-63973,366.84,2,0.3,105.57
CA-2021-103160,2022-06-30,2022-07-04,CG-1137,East,Illinois,Furniture,Tables,TAB-89995,2385.89,8,0,214.29
CA-2021-103161,2021-06-01,2021-06-06,CG-1093,East,Georgia,Furniture,Chairs,CHA-23292,2254.88,9,0.3,840.02
CA-2021-103162,2022-09-07,2022-09-11,CG-1019,West,Illinois,Furniture,Chairs,CHA-85561,2888.7,4,0,830.99
CA-2021-103163,2021-12-28,2021-12-30,CG-1054,South,California,Furniture,Bookcases,BOO-71759,1689.8,5,0,337.01
CA-2021-103164,2022-05-23,2022-05-26,CG-1099,South,California,Technology,Machines,MAC-18951,1159.14,8,0,144.36
CA-2021-103165,2022-12-09,2022-12-11,CG-1151,Central,California,Office Supplies,Binders,BIN-66272,2163.84,4,0,858.63
CA-2021-103166,2021-11-22,2021-11-26,CG-1164,East,Michigan,Technology,Accessories,ACC-20730,508.21,2,0.2,29.97
CA-2021-103167,2021-05-05,2021-05-11,CG-1155,West,Florida,Technology,Copiers,COP-17770,2591.12,4,0.5,538.25
CA-2021-103168,2021-07-06,2021-07-09,CG-1015,South,Texas,Office Supplies,Supplies,SUP-38988,2308.11,10,0.3,805.91
CA-2021-103169,2021-04-28,2021-05-05,CG-1179,East,New York,Office Supplies,Labels,LAB-86372,1802.1,9,0.3,382.97
CA-2021-103170,2022-12-22,2022-12-26,CG-1073,Central,New York,Technology,Accessories,ACC-55059,1714.31,7,0.5,220.36
CA-2021-103171,2021-06-17,2021-06-18,CG-1132,East,Ohio,Furniture,Chairs,CHA-45924,2264.83,4,0.5,120.75
CA-2021-103172,2021-04-16,2021-04-22,CG-1138,East,Washington,Technology,Accessories,ACC-75478,763.25,7,0.5,-133.19
CA-2021-103173,2021-04-15,2021-04-18,CG-1144,Central,New York,Furniture,Chairs,CHA-62945,823.16,10,0,-34.44
CA-2021-103174,2021-01-12,2021-01-17,CG-1033,South,Illinois,Technology,Machines,MAC-54627,2486.76,9,0,120.32
CA-2021-103175,2022-02-12,2022-02-16,CG-1167,East,Georgia,Technology,Copiers,COP-43802,2054.35,9,0.5,18.56
CA-2021-103176,2021-05-26,2021-05-31,CG-1158,Central,Georgia,Office Supplies,Art,ART-95267,918.62,10,0.3,-174.86
CA-2021-103177,2022-03-30,2022-04-03,CG-1192,South,Washington,Furniture,Furnishings,FUR-21216,2544.68,9,0,184.45
CA-2021-103178,2022-09-07,2022-09-14,CG-1126,West,Michigan,Office Supplies,Envelopes,ENV-92577,139.46,7,0.5,53.04
CA-2021-103179,2022-02-15,2022-02-16,CG-1003,West,Ohio,Office Supplies,Fasteners,FAS-26970,2018.53,7,0.2,-15.94
CA-2021-103180,2022-09-16,2022-09-23,CG-1184,South,Ohio,Office Supplies,Paper,PAP-11032,258.98,7,0.1,-30.49
CA-2021-103181,2021-07-14,2021-07-17,CG-1161,South,Georgia,Technology,Copiers,COP-95257,813.85,7,0.2,127.53
CA-2021-103182,2021-02-17,2021-02-18,CG-1175,Central,New York,Office Supplies,Labels,LAB-30727,1138.54,8,0.3,107.75
CA-2021-103183,2021-03-06,2021-03-09,CG-1045,West,Pennsylvania,Office Supplies,Binders,BIN-29840,622.81,3,0,-69.27
CA-2021-103184,2021-12-16,2021-12-23,CG-1133,Central,Washington,Technology,Phones,PHO-61180,2494.27,1,0.2,-18.41
CA-2021-103185,2021-03-06,2021-03-10,CG-1002,Central,Florida,Furniture,Bookcases,BOO-53313,1089.09,1,0,287.12
CA-2021-103186,2021-07-23,2021-07-30,CG-1105,East,Pennsylvania,Furniture,Chairs,CHA-90297,2158.38,9,0,49.38
CA-2021-103187,2022-10-01,2022-10-03,CG-1031,East,Washington,Office Supplies,Binders,BIN-21166,730.39,3,0.3,168.5
CA-2021-103188,2021-05-31,2021-06-05,CG-1070,East,Illinois,Office Supplies,Fasteners,FAS-14059,2667.87,4,0.3,-359.09
CA-2021-103189,2022-07-06,2022-07-13,CG-1119,South,Washington,Office Supplies,Supplies,SUP-81302,671.22,4,0.3,205.19
CA-2021-103190,2021-06-04,2021-06-10,CG-1135,West,Florida,Office Supplies,Appliances,APP-22154,2270.19,2,0,127.7
CA-2021-103191,2021-08-11,2021-08-15,CG-1145,South,Texas,Technology,Accessories,ACC-50728,1509.23,1,0,426.22
CA-2021-103192,2021-06-16,2021-06-20,CG-1055,Central,Pennsylvania,Office Supplies,Storage,STO-76051,1560.36,10,0.5,442.08
CA-2021-103193,2022-04-30,2022-05-04,CG-1076,West,Florida,Office Supplies,Labels,LAB-74748,2601.19,7,0,677.21
CA-2021-103194,2022-10-04,2022-10-06,CG-1051,Central,California,Office Supplies,Fasteners,FAS-18861,889.81,3,0,163.4
CA-2021-103195,2022-04-23,2022-04-28,CG-1064,Central,Pennsylvania,Technology,Copiers,COP-40199,1662.85,6,0,650.08
CA-2021-103196,2022-07-22,2022-07-28,CG-1067,South,Ohio,Technology,Copiers,COP-71972,1534.8,8,0,-300.41
CA-2021-103197,2022-03-22,2022-03-26,CG-1076,Central,Michigan,Office Supplies,Appliances,APP-68555,1599.17,9,0.2,610.76
CA-2021-103198,2021-03-22,2021-03-28,CG-1175,West,Ohio,Technology,Copiers,COP-82803,171.57,8,0,-12.94
CA-2021-103199,2022-01-04,2022-01-09,CG-1168,East,Georgia,Furniture,Bookcases,BOO-48736,1117.4,3,0.1,-137.4
CA-2021-103200,2022-12-30,2022-12-31,CG-1020,Central,Illinois,Office Supplies,Fasteners,FAS-56592,663.5,2,0,187.88
CA-2021-103201,2021-05-26,2021-05-31,CG-1069,West,Florida,Technology,Phones,PHO-19060,2794.46,6,0.3,214.66
CA-2021-103202,2022-09-02,2022-09-09,CG-1058,West,Florida,Technology,Phones,PHO-46258,294.57,2,0.3,91.55
CA-2021-103203,2022-08-18,2022-08-22,CG-1192,East,Florida,Furniture,Tables,TAB-92992,2526.79,8,0,-365.52
CA-2021-103204,2021-11-06,2021-11-08,CG-1138,Central,Michigan,Office Supplies,Fasteners,FAS-64179,1801.27,8,0,438.31
CA-2021-103205,2022-10-04,2022-10-05,CG-1181,West,California,Technology,Accessories,ACC-58019,2514.42,8,0.2,105.81
CA-2021-103206,2022-08-10,2022-08-15,CG-1056,West,Georgia,Furniture,Tables,TAB-47809,1822.98,4,0.1,113.5
CA-2021-103207,2022-08-21,2022-08-28,CG-1154,Central,Illinois,Furniture,Chairs,CHA-82974,647.09,3,0,-57.12
CA-2021-103208,2021-02-11,2021-02-15,CG-1188,West,Ohio,Furniture,Furnishings,FUR-82820,1354.15,2,0,323.78
CA-2021-103209,2022-04-20,2022-04-23,CG-1004,West,Ohio,Office Supplies,Storage,STO-60462,2170.56,8,0,-425.81
CA-2021-103210,2022-02-25,2022-03-04,CG-1035,West,Michigan,Office Supplies,Paper,PAP-30270,42.5,8,0.1,16.04
CA-2021-103211,2021-05-04,2021-05-11,CG-1106,West,Georgia,Furniture,Chairs,CHA-82823,367.16,4,0.5,115.23
CA-2021-103212,2021-09-25,2021-10-02,CG-1002,Central,Pennsylvania,Office Supplies,Binders,BIN-94390,1282.85,4,0.2,-98.02
CA-2021-103213,2022-08-24,2022-08-31,CG-1101,East,Illinois,Office Supplies,Binders,BIN-81182,1988.46,1,0.1,80.6
CA-2021-103214,2021-12-27,2021-12-29,CG-1133,Central,Washington,Furniture,Chairs,CHA-83717,611.14,5,0,243.9
CA-2021-103215,2021-04-04,2021-04-05,CG-1066,West,California,Technology,Machines,MAC-13812,2944.43,7,0,-415.62
CA-2021-103216,2022-02-03,2022-02-09,CG-1004,Central,Michigan,Furniture,Tables,TAB-39559,1674.2,2,0.1,425.72
CA-2021-103217,2022-01-21,2022-01-24,CG-1089,Central,Michigan,Technology,Accessories,ACC-91975,254.07,7,0.3,0.72
CA-2021-103218,2022-12-28,2022-12-31,CG-1193,West,California,Technology,Machines,MAC-37338,504.93,10,0,50.38
CA-2021-103219,2022-02-24,2022-02-26,CG-1118,South,Michigan,Technology,Phones,PHO-74536,1012.68,8,0,94.5
CA-2021-103220,2022-05-03,2022-05-07,CG-1198,Central,California,Office Supplies,Envelopes,ENV-73638,1085.84,9,0.1,-170.32
CA-2021-103221,2021-09-21,2021-09-26,CG-1167,Central,Texas,Furniture,Furnishings,FUR-66669,664.08,9,0,249.67
CA-2021-103222,2022-05-19,2022-05-26,CG-1125,South,California,Furniture,Chairs,CHA-57621,605.45,10,0,125.78
CA-2021-103223,2021-01-29,2021-01-30,CG-1134,East,Illinois,Furniture,Bookcases,BOO-47101,250.58,10,0,0.15
CA-2021-103224,2021-07-07,2021-07-13,CG-1019,Central,Washington,Furniture,Tables,TAB-89129,2915.6,8,0.2,-309.72
CA-2021-103225,2021-01-14,2021-01-15,CG-1064,South,Washington,Furniture,Tables,TAB-12431,296.26,7,0.5,86.38
CA-2021-103226,2021-11-16,2021-11-23,CG-1006,South,Georgia,Technology,Accessories,ACC-90359,1031.17,8,0,121.87
CA-2021-103227,2022-08-10,2022-08-14,CG-1100,East,New York,Office Supplies,Envelopes,ENV-33753,1164.38,3,0,175.15
CA-2021-103228,2021-07-18,2021-07-22,CG-1099,South,Texas,Furniture,Tables,TAB-44990,920.13,3,0,16.84
CA-2021-103229,2022-01-07,2022-01-12,CG-1113,West,Texas,Office Supplies,Art,ART-74080,1995.4,6,0,696.4
CA-2021-103230,2022-04-24,2022-04-25,CG-1119,South,Florida,Furniture,Bookcases,BOO-91965,2045.47,5,0.3,350.07
CA-2021-103231,2021-07-07,2021-07-13,CG-1104,South,California,Office Supplies,Appliances,APP-14578,2452.38,10,0.1,256.97
CA-2021-103232,2022-06-21,2022-06-24,CG-1122,Central,Florida,Technology,Phones,PHO-35499,605.4,6,0.2,16.41
CA-2021-103233,2022-02-25,2022-02-28,CG-1101,South,Ohio,Office Supplies,Storage,STO-55960,157.93,7,0,-17.34
CA-2021-103234,2022-09-01,2022-09-05,CG-1149,Central,Georgia,Office Supplies,Labels,LAB-20263,1557.14,7,0.1,266.91
CA-2021-103235,2021-12-24,2021-12-27,CG-1165,East,Texas,Technology,Copiers,COP-43185,828.85,8,0,263.67
CA-2021-103236,2021-01-25,2021-02-01,CG-1143,Central,Michigan,Office Supplies,Envelopes,ENV-90103,1330.84,3,0.2,250.83
CA-2021-103237,2022-02-12,2022-02-15,CG-1089,Central,Michigan,Furniture,Furnishings,FUR-14264,1001.63,1,0,64.66
CA-2021-103238,2022-05-09,2022-05-14,CG-1095,South,Washington,Furniture,Furnishings,FUR-34705,692.57,4,0,164.58
CA-2021-103239,2021-07-11,2021-07-17,CG-1189,East,Illinois,Technology,Accessories,ACC-13824,746.79,10,0.1,-13.62
CA-2021-103240,2022-05-02,2022-05-04,CG-1184,South,Florida,Office Supplies,Envelopes,ENV-33157,170.81,5,0,1.89
CA-2021-103241,2022-12-25,2022-12-28,CG-1058,South,Washington,Furniture,Furnishings,FUR-66607,314.56,3,0.1,5.21
CA-2021-103242,2021-07-30,2021-08-01,CG-1100,South,New York,Office Supplies,Paper,PAP-42458,1404.5,7,0,301.96
CA-2021-103243,2021-08-12,2021-08-19,CG-1028,Central,Washington,Furniture,Tables,TAB-29219,593.72,10,0.2,50.3
CA-2021-103244,2021-02-24,2021-03-02,CG-1005,West,Georgia,Technology,Machines,MAC-67175,2455.39,2,0,801.13
CA-2021-103245,2021-02-15,2021-02-19,CG-1076,Central,Washington,Technology,Accessories,ACC-70487,2047.77,10,0,-268.28
CA-2021-103246,2022-05-03,2022-05-08,CG-1005,South,California,Technology,Phones,PHO-44548,610.54,4,0,194.05
CA-2021-103247,2021-09-15,2021-09-17,CG-1121,West,Pennsylvania,Office Supplies,Storage,STO-13005,2587.32,6,0,578.24
CA-2021-103248,2021-12-19,2021-12-25,CG-1185,South,Michigan,Technology,Copiers,COP-71652,1232.63,3,0.5,99.11
CA-2021-103249,2021-12-09,2021-12-13,CG-1040,West,Florida,Office Supplies,Appliances,APP-62314,1445.25,9,0.3,528.09
CA-2021-103250,2021-04-08,2021-04-15,CG-1153,Central,California,Furniture,Bookcases,BOO-37145,386.49,8,0.1,-18.5
CA-2021-103251,2021-09-12,2021-09-16,CG-1002,South,Washington,Office Supplies,Supplies,SUP-18668,1340.45,6,0.3,138.09
CA-2021-103252,2021-02-15,2021-02-21,CG-1010,South,New York,Office Supplies,Labels,LAB-69646,361.72,1,0.5,20.4
CA-2021-103253,2022-06-25,2022-06-27,CG-1002,West,Illinois,Technology,Machines,MAC-77835,1326.9,5,0.2,506.07
CA-2021-103254,2021-12-26,2021-12-30,CG-1173,East,Illinois,Furniture,Tables,TAB-44382,2789.44,6,0.3,-81.32
CA-2021-103255,2022-09-28,2022-09-30,CG-1115,West,Ohio,Office Supplies,Binders,BIN-43597,1544.65,10,0,-133.63
CA-2021-103256,2021-09-09,2021-09-15,CG-1128,Central,Illinois,Furniture,Tables,TAB-45016,1479.88,9,0,366.52
CA-2021-103257,2021-02-12,2021-02-17,CG-1047,East,Georgia,Technology,Machines,MAC-92094,2989.56,10,0,-554.94
CA-2021-103258,2022-01-16,2022-01-20,CG-1031,Central,Texas,Furniture,Furnishings,FUR-37095,467.77,10,0.2,125.71
CA-2021-103259,2022-10-27,2022-10-28,CG-1042,West,Pennsylvania,Furniture,Tables,TAB-62369,1146.39,4,0,430.63
CA-2021-103260,2021-12-28,2021-12-31,CG-1090,Central,New York,Furniture,Chairs,CHA-33593,92.91,10,0.3,14.48
CA-2021-103261,2022-12-01,2022-12-05,CG-1155,Central,Florida,Furniture,Chairs,CHA-22244,82.14,3,0.5,31.61
CA-2021-103262,2022-07-26,2022-07-29,CG-1136,West,New York,Furniture,Bookcases,BOO-60398,880.16,4,0,174.78
CA-2021-103263,2022-06-14,2022-06-16,CG-1145,West,New York,Furniture,Furnishings,FUR-55428,1587.39,2,0.5,342.67
CA-2021-103264,2021-11-01,2021-11-06,CG-1124,South,Florida,Office Supplies,Storage,STO-86927,656.46,9,0,43.38
CA-2021-103265,2022-06-23,2022-06-29,CG-1060,East,Pennsylvania,Furniture,Furnishings,FUR-21094,2493.93,6,0.3,518.6
CA-2021-103266,2022-07-03,2022-07-05,CG-1035,South,Illinois,Office Supplies,Binders,BIN-27236,2579.39,4,0.5,281.49
CA-2021-103267,2022-08-24,2022-08-27,CG-1175,South,Michigan,Furniture,Furnishings,FUR-78937,558.07,6,0,104.87
CA-2021-103268,2022-11-09,2022-11-15,CG-1131,East,Washington,Furniture,Furnishings,FUR-65472,2716.26,10,0,-146.12
CA-2021-103269,2022-09-28,2022-10-01,CG-1086,East,Illinois,Office Supplies,Fasteners,FAS-77174,2226.52,8,0.1,-307.29
CA-2021-103270,2022-07-22,2022-07-25,CG-1146,West,Illinois,Technology,Accessories,ACC-47762,2654.9,6,0.3,-482.48
CA-2021-103271,2022-02-21,2022-02-27,CG-1105,Central,Pennsylvania,Office Supplies,Appliances,APP-56176,715.79,6,0,47.37
CA-2021-103272,2022-09-08,2022-09-14,CG-1015,West,Texas,Furniture,Furnishings,FUR-68541,2583.52,9,0.2,-396.1
CA-2021-103273,2022-03-26,2022-04-02,CG-1126,Central,Pennsylvania,Office Supplies,Fasteners,FAS-85290,1343.85,8,0.3,131.69
CA-2021-103274,2021-07-04,2021-07-07,CG-1073,West,Georgia,Office Supplies,Art,ART-88136,382.94,9,0.1,-42.49
CA-2021-103275,2022-04-27,2022-05-02,CG-1093,Central,Michigan,Furniture,Bookcases,BOO-50703,1482.91,5,0.5,-2.13
CA-2021-103276,2022-08-06,2022-08-12,CG-1027,South,Ohio,Technology,Phones,PHO-27376,1388.23,5,0.3,426.56
CA-2021-103277,2021-07-22,2021-07-28,CG-1093,West,Pennsylvania,Technology,Machines,MAC-13915,2365.34,8,0,-254.46
CA-2021-103278,2021-06-22,2021-06-29,CG-1096,Central,California,Office Supplies,Paper,PAP-30298,1343.02,10,0.3,368.98
CA-2021-103279,2021-06-06,2021-06-10,CG-1072,Central,California,Furniture,Tables,TAB-92262,1194.92,4,0.5,-193.99
CA-2021-103280,2021-07-26,2021-07-29,CG-1093,Central,Michigan,Furniture,Tables,TAB-41543,2719.67,1,0,9.22
CA-2021-103281,2021-10-24,2021-10-27,CG-1031,South,Michigan,Office Supplies,Labels,LAB-96974,2663.75,6,0.1,748.12
CA-2021-103282,2021-08-08,2021-08-10,CG-1143,Central,New York,Office Supplies,Storage,STO-49521,2099.57,7,0.1,221.26
CA-2021-103283,2022-08-18,2022-08-19,CG-1121,East,Pennsylvania,Furniture,Tables,TAB-53205,2278.6,1,0,-181.03
CA-2021-103284,2022-11-28,2022-12-02,CG-1116,West,Florida,Technology,Machines,MAC-61245,2299.05,2,0.3,530.89
CA-2021-103285,2022-07-24,2022-07-28,CG-1132,Central,New York,Furniture,Chairs,CHA-21533,2611.67,7,0,298.01
CA-2021-103286,2021-02-04,2021-02-07,CG-1052,West,New York,Office Supplies,Supplies,SUP-31202,594.73,2,0,-80.4
CA-2021-103287,2022-02-20,2022-02-23,CG-1060,West,Washington,Furniture,Bookcases,BOO-66810,1835.21,4,0.3,379.37
CA-2021-103288,2021-09-06,2021-09-10,CG-1060,South,Michigan,Technology,Accessories,ACC-32224,558.9,1,0.3,112.6
